"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","ideal_age","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp","self_age"
52,1,22,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,2,2,8,3,6,6,5,8,6,6,7,6,6,8,5,6,3,2,9,5,9,6,7,6,6,7,7,7,8,8,8,4,6,2
100,1,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,7,10,9,6,10,8,7,7,9,10,10,7,8,7,10,8,1,10,8,7,9,9,8,7,8,8,9,10,10,8,10,6,1
209,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,12,2,7,5,4,6,5,4,4,3,6,3,4,3,7,7,6,1,8,9,6,6,7,7,7,5,9,5,6,5,9,8,7,0
217,1,31,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,7,8,5,4,6,5,3,3,5,6,8,4,1,6,4,6,2,8,8,8,7,6,6,7,5,9,10,6,4,7,9,7,2
96,1,28,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,5,7,9,7,5,9,6,7,8,7,8,9,6,0,8,8,8,2,8,8,6,8,7,7,9,10,9,8,8,1,7,10,6,3
80,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,3,5,6,5,5,6,1,2,2,6,2,6,4,3,5,1,2,4,5,5,7,5,4,6,4,6,6,1,2,6,4,2
3,1,20,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,6,5,5,7,6,8,8,8,7,6,5,7,6,8,4,6,1,6,7,6,5,7,8,8,7,6,5,5,5,5,7,5,1
75,1,25,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,2,1,6,6,7,8,6,7,8,9,8,4,9,3,8,8,4,2,8,6,7,8,6,8,8,6,8,6,7,5,7,6,5,0
122,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,9,9,9,8,8,4,7,6,5,8,8,8,7,5,6,1,7,8,9,7,7,8,8,7,8,8,9,7,9,7,8,2
185,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,6,3,4,4,5,4,3,3,1,3,2,5,4,3,4,4,2,5,6,5,3,4,4,5,5,6,2,4,3,3,7,5,2
245,1,30,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,12,4,7,7,8,9,6,6,8,10,8,8,10,3,7,10,8,0,6,5,5,7,4,4,7,6,7,4,5,1,5,4,6,0
66,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,2,7,6,5,5,7,6,7,6,7,5,9,3,8,7,3,1,6,5,6,5,7,5,5,4,6,4,3,4,4,4,2,0
158,1,24,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,4,6,9,8,8,7,8,3,6,6,5,4,8,5,6,8,1,6,9,9,8,5,5,6,6,7,5,8,7,6,7,6,1
234,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,4,6,8,3,6,6,7,8,9,7,7,10,2,6,7,7,1,8,7,4,6,5,8,9,9,7,6,8,4,6,8,5,1
207,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,7,8,6,8,10,8,7,7,8,6,7,7,9,7,8,1,7,6,3,7,7,9,6,4,8,7,6,7,6,8,5,1
81,1,23,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,3,5,3,6,6,5,5,5,3,5,7,4,8,7,5,2,7,4,5,6,8,7,6,7,6,5,6,5,5,7,4,0
169,1,28,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,6,7,8,7,8,6,6,5,6,6,8,9,7,8,9,1,9,6,8,8,9,7,7,7,10,7,10,5,7,9,8,0
223,1,28,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,5,7,6,7,4,5,7,5,6,6,6,5,8,7,6,5,6,1,6,5,3,6,7,4,7,4,7,6,7,6,7,8,7,2
230,1,25,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,8,7,7,7,5,7,6,6,6,7,6,5,8,8,7,2,7,7,4,7,5,3,7,8,5,6,5,4,5,9,7,1
118,1,27,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,4,5,7,6,5,6,7,8,6,5,5,4,3,5,8,6,3,4,6,5,5,6,6,6,8,5,6,7,1,8,5,6,1
126,1,28,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,4,6,5,5,3,5,6,7,5,6,7,4,5,7,6,1,4,4,5,1,2,4,4,5,6,5,3,4,4,4,4,2
14,1,29,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,8,8,5,7,7,6,9,8,9,9,9,5,7,7,5,1,8,8,4,7,7,5,9,9,8,4,8,3,6,9,6,2
226,1,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,4,7,8,6,7,5,9,8,8,6,8,7,9,8,10,9,1,8,9,4,10,9,8,7,6,8,9,8,6,6,10,7,2
248,1,22,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,5,7,7,5,3,4,5,6,7,3,5,5,4,4,7,4,1,6,5,4,3,2,5,5,5,4,4,6,3,5,6,7,1
110,1,24,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,5,8,2,5,6,4,4,5,4,5,5,4,5,5,5,6,2,9,5,4,6,5,7,5,5,6,6,5,8,5,6,6,3
26,1,29,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,6,7,6,3,5,4,7,5,5,5,6,5,0,4,4,5,1,6,6,3,6,5,8,6,7,5,6,7,2,6,7,5,2
177,1,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,4,9,7,8,9,7,6,7,8,8,7,8,7,8,9,6,0,9,6,6,7,9,6,6,7,8,7,6,6,7,8,6,1
117,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,8,7,8,8,8,8,7,8,9,6,8,3,10,10,7,1,6,7,6,5,6,5,6,7,5,3,7,1,5,8,6,1
67,1,30,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,12,4,6,9,7,8,7,6,9,8,8,7,6,5,8,7,9,2,5,9,5,8,7,9,6,9,7,8,7,5,9,6,8,2
206,1,25,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,4,7,8,7,8,7,6,5,6,8,5,10,6,6,6,1,2,6,5,5,6,7,4,5,6,8,5,9,6,5,6,1
41,1,32,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,9,5,8,6,4,8,6,5,3,8,8,9,5,6,8,7,7,1,7,7,5,8,6,4,6,6,7,6,4,6,7,9,6,2
39,1,21,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,7,9,9,9,8,8,6,9,8,7,9,5,5,9,9,1,8,8,8,9,4,8,6,9,9,7,9,5,8,7,9,3
168,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,12,4,9,6,5,9,7,6,6,9,10,10,6,2,6,9,7,0,8,8,6,8,6,6,9,7,8,10,6,5,5,9,7,0
193,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,3,9,6,7,7,7,7,9,10,7,8,5,8,7,4,6,1,7,7,7,10,7,10,8,9,7,7,7,9,9,8,7,1
5,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,5,9,10,8,9,9,5,7,9,10,8,7,6,8,9,8,2,10,8,7,4,5,7,6,9,5,7,8,3,7,9,7,1
155,1,25,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,2,6,6,8,6,8,8,6,5,7,7,8,7,9,7,5,7,3,7,7,6,7,6,6,7,7,6,7,7,10,6,6,6,2
127,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,8,8,8,7,10,6,5,8,10,10,7,10,8,7,7,0,8,10,10,9,10,8,7,9,8,10,8,10,8,9,8,1
239,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,5,6,4,6,8,6,6,6,6,5,6,5,5,7,8,0,4,6,5,4,9,6,5,8,7,5,8,4,4,9,8,1
231,1,31,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,6,9,7,6,8,5,4,6,6,9,9,7,6,9,9,7,4,8,9,6,8,8,5,7,6,9,8,5,6,8,9,7,3
7,1,29,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,6,7,9,10,8,6,5,8,8,7,8,7,7,9,8,8,2,8,8,9,9,9,6,9,7,9,9,8,9,10,9,7,2
54,1,24,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,10,8,7,8,9,7,8,5,10,7,7,6,8,9,8,3,8,7,5,6,4,3,7,8,9,8,6,2,4,7,6,1
136,1,32,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,5,8,7,5,8,9,7,7,6,9,6,10,0,8,8,8,2,6,8,6,6,7,5,8,8,7,5,8,2,6,9,6,0
249,1,30,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,9,9,7,8,7,8,9,7,7,10,10,9,5,10,8,2,9,8,8,7,4,7,9,9,10,8,10,9,9,8,8,0
94,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,2,1,10,10,6,10,10,9,9,10,10,10,10,8,10,10,10,1,9,8,6,8,10,7,8,9,8,8,9,7,7,10,9,0
163,1,28,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,5,8,5,5,5,3,5,6,7,3,6,7,4,5,1,6,6,9,7,4,6,5,5,7,10,5,7,6,4,6,1
247,1,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,4,7,9,8,7,10,9,8,7,9,10,7,7,9,10,9,1,8,10,10,7,10,7,10,8,10,9,10,6,6,10,8,1
114,1,34,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,13,6,10,9,7,9,9,7,8,8,9,9,10,7,8,10,8,2,10,9,9,10,10,10,10,7,10,7,8,10,8,8,9,2
130,1,23,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,11,1,8,9,7,7,10,9,9,10,8,7,8,4,7,9,9,2,7,7,8,9,9,8,5,8,7,7,9,7,9,9,10,2
56,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,7,9,4,4,5,5,4,3,5,7,7,6,0,5,8,6,0,7,6,6,7,5,6,7,7,9,7,6,1,6,7,6,2
235,1,18,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,4,8,7,8,6,7,6,6,7,7,6,8,8,8,6,9,1,8,8,8,6,8,5,8,5,7,5,6,6,8,6,6,0
188,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,3,7,7,7,5,8,9,6,8,8,5,8,9,6,8,6,2,9,7,7,6,9,7,8,6,6,6,7,10,5,9,6,0
40,1,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,1,3,4,5,6,4,3,3,2,4,3,7,7,5,6,2,3,6,2,4,5,6,2,7,5,5,6,2,7,6,6,2
237,1,25,NA,NA,NA,1,1,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,5,9,7,4,9,9,8,7,7,8,7,7,5,6,7,8,3,7,9,8,9,10,8,10,10,10,8,10,5,10,9,9,2
166,1,27,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5,8,7,8,9,5,7,10,7,7,7,9,1,5,9,7,3,4,6,5,5,3,3,7,6,6,6,6,1,6,8,7,2
97,1,24,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,4,7,9,5,6,6,6,8,7,8,9,7,1,8,9,6,2,5,8,3,5,7,5,8,7,7,9,6,3,8,5,5,2
178,1,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,9,3,6,5,5,6,6,2,6,7,6,8,4,7,7,7,5,2,4,3,2,3,1,4,4,7,5,7,4,7,4,4,5,1
161,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,6,8,5,5,8,4,6,9,7,6,6,8,4,5,7,7,1,6,7,5,8,5,7,9,7,7,6,7,4,6,9,8,0
129,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,4,8,6,5,8,9,3,5,5,8,7,5,8,5,7,5,1,8,7,5,5,6,6,6,6,6,6,5,6,4,9,6,0
46,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,4,6,7,2,5,4,2,5,6,5,7,7,5,5,5,5,2,7,7,5,4,2,3,7,7,6,6,7,5,4,7,5,2
208,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,2,4,8,8,6,7,6,9,7,6,9,6,9,3,6,10,6,2,6,8,5,7,5,6,8,8,6,6,7,0,7,9,6,1
187,1,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,13,3,3,4,8,7,5,5,4,7,6,5,4,0,4,4,4,3,4,5,5,4,7,5,6,6,7,6,3,0,6,4,5,1
213,1,28,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,4,2,5,3,3,3,4,6,4,3,3,0,6,5,5,3,3,4,2,3,3,2,4,5,3,2,5,0,2,5,3,0
85,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,5,7,10,8,7,9,10,10,9,10,10,9,6,8,8,7,1,8,8,9,9,8,9,10,8,10,10,8,7,9,7,7,2
159,1,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,3,10,8,6,7,6,6,8,9,7,9,8,5,4,9,6,0,9,8,8,8,6,6,8,8,10,9,8,3,7,10,9,2
90,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,6,7,6,7,5,7,7,8,8,9,7,6,9,7,7,1,6,6,5,6,3,8,7,8,7,8,8,5,7,7,8,3
58,1,23,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,2,4,5,8,5,8,5,7,4,5,7,4,9,7,4,6,1,3,5,7,6,6,6,6,6,6,6,5,5,4,5,7,2
37,1,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12,1,6,4,4,2,3,3,6,5,5,2,5,4,3,4,4,2,8,6,3,5,4,4,3,5,3,4,5,6,3,4,4,1
183,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,5,8,9,9,10,7,9,8,8,5,6,9,2,10,10,10,2,10,10,10,7,10,8,10,9,10,9,9,3,8,10,10,1
63,1,22,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,2,2,8,9,8,9,7,7,8,10,9,8,7,6,9,9,9,3,9,8,9,8,10,9,8,9,8,10,8,7,9,9,9,2
241,1,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,4,5,5,5,5,5,7,6,5,6,3,7,4,4,5,4,1,5,6,4,7,6,5,4,6,6,5,6,4,6,7,5,2
25,1,31,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,4,8,8,6,7,6,9,10,9,6,7,10,5,7,8,8,2,7,8,8,8,8,7,8,8,7,7,8,8,6,8,8,2
101,1,28,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,5,10,8,7,7,10,9,7,6,10,9,8,9,7,9,7,1,9,9,7,7,7,7,6,7,7,9,10,10,7,8,7,1
238,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,4,9,10,7,9,8,10,10,9,10,10,8,6,7,9,7,1,7,7,5,7,5,8,5,5,7,6,6,7,6,5,6,1
205,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,7,5,7,6,5,5,7,6,6,4,5,5,7,7,6,2,6,4,3,5,7,5,7,7,6,3,4,5,4,5,4,0
139,1,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,11,7,8,7,8,7,6,8,9,5,6,6,7,7,8,9,4,1,9,6,6,8,6,7,9,6,9,8,8,5,5,8,5,0
30,1,35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,3,7,8,6,9,6,8,8,7,9,9,7,9,6,8,6,1,8,8,7,7,6,8,5,8,8,7,7,8,7,7,8,2
189,1,23,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,6,9,5,4,8,6,5,8,6,8,5,4,1,4,4,4,2,8,8,3,6,7,6,9,7,7,7,6,0,5,9,7,1
43,1,20,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,4,6,6,7,7,2,7,6,8,6,3,9,1,6,8,7,1,7,7,5,6,4,7,5,7,6,3,8,2,6,6,8,1
181,1,28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10,4,10,7,4,9,7,9,9,10,10,10,9,5,5,10,6,0,7,8,6,7,5,8,9,10,8,7,9,2,8,8,7,0
191,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,3,5,5,7,4,5,6,5,5,3,6,7,6,5,5,2,4,4,4,5,3,6,5,6,4,3,2,8,5,3,6,2
65,1,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,4,9,6,5,6,9,5,5,7,7,7,6,5,6,7,4,2,7,8,7,7,9,7,9,9,8,10,8,4,9,7,8,1
22,1,24,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,11,3,6,2,3,6,1,4,7,4,5,6,4,0,3,5,4,1,7,4,4,4,5,4,4,4,7,2,5,0,2,6,4,0
